key	what it is for / what to preserve	en (English)	am (አማርኛ)	om (Afaan Oromoo)	ti (ትግርኛ)	so (Soomaali)	sw (Kiswahili)	reviewer notes
admin.chan_meta_app_secret_help	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	From your Meta app's Basic settings. It is what proves a delivery really came from Meta, so nothing on these three channels works without it.	ከሜታ መተግበሪያዎ Basic ቅንብሮች። አንድ መልእክት በእውነት ከሜታ መምጣቱን የሚያረጋግጥ ነው፤ ስለዚህ ያለሱ በእነዚህ ሦስት መስመሮች ምንም አይሠራም።	Qindaa'ina Basic appii Meta keessanii irraa. Ergaan dhugumatti Meta irraa dhufuu isaa kan mirkaneessu isa, kanaafuu isa malee karaawwan sadan kanarratti homtuu hin hojjetu.	ካብ Basic ቅንብራት ኣፕ ሜታኹም። ሓደ መልእኽቲ ብሓቂ ካብ ሜታ ምምጽኡ ዘረጋግጽ እዩ፣ ስለዚ ብዘይኡ ኣብዘን ሰለስተ መስመራት ገለ ኣይሰርሕን።	Ka soo qaad goobaha Basic ee app-kaaga Meta. Waa waxa caddaynaya in fariin dhab ahaan Meta ka timid, sidaas darteed la'aanteed saddexdan kanaal waxba kuma shaqeeyaan.	Kutoka mipangilio ya Basic ya programu yako ya Meta. Ndiyo inayothibitisha kuwa ujumbe umetoka kweli Meta, kwa hivyo bila hiyo hakuna kinachofanya kazi kwenye njia hizi tatu.	
admin.chan_meta_secret_stored	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	An app secret is already stored. Leave this blank to keep it.	የመተግበሪያ ሚስጥር አስቀድሞ ተቀምጧል። ለማቆየት ይህን ባዶ ይተዉት።	Iccitiin appii duraanuu olkaa'ameera. Isa tursiisuuf kana duwwaa dhiisaa.	ምስጢር ኣፕ ድሮ ተቐሚጡ ኣሎ። ንምዕቃቡ ነዚ ባዶ ግደፍዎ።	Sir app ah horeyba waa la keydiyay. Si aad u hayso, banaan uga tag.	Siri ya programu tayari imehifadhiwa. Iache wazi ili kuiweka.	
admin.chan_meta_paste_title	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Paste these into Meta	እነዚህን ወደ ሜታ ይለጥፉ	Kanneen Meta keessatti maxxansaa	እዚኦም ናብ ሜታ ለጥፍዎም	Kuwan ku dheji Meta	Bandika hizi kwenye Meta	
admin.chan_meta_paste_help	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	In your Meta app under Webhooks, use these two values, then subscribe to the messages events for each product you are switching on.	በሜታ መተግበሪያዎ ውስጥ በ Webhooks ስር እነዚህን ሁለት እሴቶች ይጠቀሙ፤ ከዚያ ለሚያበሩት ለእያንዳንዱ ምርት የ messages ክስተቶችን ይመዝገቡ።	Appii Meta keessan keessatti Webhooks jalatti gatiiwwan lamaan kana fayyadamaa, achiis oomisha banaa jirtan hundaaf taateewwan messages jedhamanitti galmaa'aa.	ኣብ ኣፕ ሜታኹም ኣብ ትሕቲ Webhooks ነዞም ክልተ ዋጋታት ተጠቐሙ፣ ደሓር ንዝኸፍትዎ ነፍሲ ወከፍ ውጽኢት ናይ messages ፍጻመታት ተመዝገቡ።	App-kaaga Meta ee hoosta Webhooks, isticmaal labadan qiyam, kadibna isku diiwaangeli dhacdooyinka messages ee alaab kasta oo aad shidayso.	Katika programu yako ya Meta chini ya Webhooks, tumia thamani hizi mbili, kisha jiandikishe kwa matukio ya messages kwa kila bidhaa unayowasha.	
admin.chan_callback_url	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Callback URL	የመመለሻ አድራሻ	URL deebii	ኣድራሻ መመለሲ	URL-ka jawaabta	Kiungo cha kurudisha	
admin.chan_verify_token	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Verify token	የማረጋገጫ ቶከን	Tokeenii mirkaneessaa	ቶከን መረጋገጺ	Token-ka xaqiijinta	Tokeni ya uthibitisho	
admin.chan_meta_connected	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Meta credentials saved	የሜታ መረጃዎች ተቀምጠዋል	Ragaan Meta olkaa'ameera	ሓበሬታ ሜታ ተቐሚጡ	Aqoonsiga Meta waa la keydiyay	Vitambulisho vya Meta vimehifadhiwa	
admin.chan_wa_phone_id	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	WhatsApp phone number ID	የዋትስአፕ ስልክ ቁጥር መለያ	ID lakkoofsa bilbilaa WhatsApp	መለለዪ ቁጽሪ ተሌፎን ዋትስኣፕ	Aqoonsiga lambarka WhatsApp	Kitambulisho cha namba ya WhatsApp	
admin.chan_wa_token	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	WhatsApp access token	የዋትስአፕ መዳረሻ ቶከን	Tokeenii seensa WhatsApp	ቶከን መእተዊ ዋትስኣፕ	Token gelitaanka WhatsApp	Tokeni ya ufikiaji ya WhatsApp	
admin.chan_ms_token	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Page access token	የገጽ መዳረሻ ቶከን	Tokeenii seensa fuulaa	ቶከን መእተዊ ገጽ	Token gelitaanka bogga	Tokeni ya ufikiaji ya ukurasa	
admin.chan_ig_token	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Instagram access token	የኢንስታግራም መዳረሻ ቶከን	Tokeenii seensa Instagram	ቶከን መእተዊ ኢንስታግራም	Token gelitaanka Instagram	Tokeni ya ufikiaji ya Instagram	
admin.chan_token_stored	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	A token is already stored. Leave this blank to keep it.	ቶከን አስቀድሞ ተቀምጧል። ለማቆየት ይህን ባዶ ይተዉት።	Tokeeniin duraanuu olkaa'ameera. Isa tursiisuuf kana duwwaa dhiisaa.	ቶከን ድሮ ተቐሚጡ ኣሎ። ንምዕቃቡ ነዚ ባዶ ግደፍዎ።	Token horeyba waa la keydiyay. Si aad u hayso, banaan uga tag.	Tokeni tayari imehifadhiwa. Iache wazi ili kuiweka.	
admin.chan_sms_title	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Connect your SMS gateway	የኤስኤምኤስ መተላለፊያዎን ያገናኙ	Karra SMS keessan wal qunnamsiisaa	መተሓላለፊ ኤስኤምኤስኩም ኣራኽቡ	Ku xidhiidhi albaabka SMS	Unganisha lango lako la SMS	
admin.chan_sms_help	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	SMS is the one channel with no single vendor API, so this takes your aggregator's own send URL. Every reply on this channel costs money.	ኤስኤምኤስ አንድ የጋራ የአቅራቢ ኤፒአይ የሌለው ብቸኛው መስመር ነው፤ ስለዚህ የአቅራቢዎን የመላኪያ አድራሻ ይፈልጋል። በዚህ መስመር ላይ እያንዳንዱ ምላሽ ገንዘብ ያስወጣል።	SMS karaa API dhiyeessaa tokkichi hin jirre qofa, kanaafuu URL ergaa dhiyeessaa keessanii barbaada. Karaa kanarratti deebiin hundi baasii qaba.	ኤስኤምኤስ ሓደ ንኹሉ ዝኸውን ኤፒኣይ ዘይብሉ እንኮ መስመር እዩ፣ ስለዚ ናይ ኣቕራቢኹም ኣድራሻ መስደዲ የድሊ። ኣብዚ መስመር ነፍሲ ወከፍ መልሲ ገንዘብ የውጽእ።	SMS waa kanaalka kaliya ee aan lahayn hal API oo iibiye, sidaas darteed wuxuu u baahan yahay URL-ka dirista ee shirkaddaada. Kanaalkan jawaab kastaa lacag bay ku baxdaa.	SMS ndiyo njia pekee isiyo na API moja ya muuzaji, kwa hivyo inahitaji kiungo cha kutuma cha mtoa huduma wako. Kila jibu kwenye njia hii lina gharama.	
admin.chan_sms_url	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Send URL	የመላኪያ አድራሻ	URL ergaa	ኣድራሻ መስደዲ	URL-ka dirista	Kiungo cha kutuma	
admin.chan_sms_auth	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Authorization header	የፈቃድ ራስጌ	Mataduree hayyamaa	ርእሲ ፍቓድ	Madaxa oggolaanshaha	Kichwa cha idhini	
admin.chan_sms_auth_help	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Sent with every outbound message — usually Bearer or Basic, exactly as your aggregator documents it.	ከእያንዳንዱ ወጪ መልእክት ጋር ይላካል — ብዙውን ጊዜ Bearer ወይም Basic፣ አቅራቢዎ በሚገልጸው መልኩ በትክክል።	Ergaa ba'u hunda waliin ergama — yeroo baay'ee Bearer yookaan Basic, akkuma dhiyeessaan keessan barreesse.	ምስ ነፍሲ ወከፍ ወጻኢ መልእኽቲ ይስደድ — መብዛሕትኡ ግዜ Bearer ወይ Basic፣ ልክዕ ከምቲ ኣቕራቢኹም ዝገልጾ።	Waxaa la diraa fariin kasta oo baxaysa — badanaa Bearer ama Basic, sida uu shirkaddaadu u qoray.	Hutumwa na kila ujumbe unaotoka — kwa kawaida Bearer au Basic, hasa kama mtoa huduma wako anavyoeleza.	
admin.chan_sms_auth_stored	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	An authorization header is stored. Leave this blank to keep it.	የፈቃድ ራስጌ ተቀምጧል። ለማቆየት ይህን ባዶ ይተዉት።	Mataduree hayyamaa olkaa'ameera. Isa tursiisuuf kana duwwaa dhiisaa.	ርእሲ ፍቓድ ተቐሚጡ ኣሎ። ንምዕቃቡ ነዚ ባዶ ግደፍዎ።	Madax oggolaansho ah waa la keydiyay. Si aad u hayso, banaan uga tag.	Kichwa cha idhini kimehifadhiwa. Kiache wazi ili kukiweka.	
admin.chan_sms_sender	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Sender ID or shortcode	የላኪ መለያ ወይም አጭር ቁጥር	ID ergaa yookaan lakkoofsa gabaabaa	መለለዪ ሰዳዲ ወይ ሓጺር ቁጽሪ	Aqoonsiga diraha ama lambar gaaban	Kitambulisho cha mtumaji au namba fupi	
admin.chan_sms_inbound_title	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Point your aggregator here	አቅራቢዎን ወደዚህ ያመልክቱ	Dhiyeessaa keessan gara kanaatti qajeelchaa	ንኣቕራቢኹም ናብዚ ኣመልክቱ	Shirkaddaada halkan u tilmaan	Elekeza mtoa huduma wako hapa	
admin.chan_sms_inbound_help	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Give your aggregator this URL for inbound messages, and have it send the secret below as an X-SMS-Secret header. Without a matching secret every inbound message is refused.	ለገቢ መልእክቶች ይህን አድራሻ ለአቅራቢዎ ይስጡ፤ ከታች ያለውን ሚስጥር እንደ X-SMS-Secret ራስጌ እንዲልክ ያድርጉ። የሚዛመድ ሚስጥር ከሌለ እያንዳንዱ ገቢ መልእክት ይከለከላል።	Ergaawwan seenaniif URL kana dhiyeessaa keessaniif kennaa, iccitii armaan gadii akka mataduree X-SMS-Secret akka ergu godhaa. Iccitii wal simu malee ergaan seenu hundi ni dhorkama.	ንዝኣትዉ መልእኽትታት ነዚ ኣድራሻ ንኣቕራቢኹም ሃብዎ፣ ነቲ ኣብ ታሕቲ ዘሎ ምስጢር ከም ርእሲ X-SMS-Secret ክሰድዶ ግበሩ። ዝሰማማዕ ምስጢር እንተዘየልዩ ነፍሲ ወከፍ ዝኣቱ መልእኽቲ ይእገድ።	Shirkaddaada sii URL-kan fariimaha soo gelaya, oo ka dhig inay sirta hoose u soo dirto sida madax X-SMS-Secret ah. Sir is-waafaqsan la'aanteed fariin kasta oo soo gelaysa waa la diidayaa.	Mpe mtoa huduma wako kiungo hiki kwa ujumbe unaoingia, na ufanye atume siri iliyo hapa chini kama kichwa cha X-SMS-Secret. Bila siri inayolingana kila ujumbe unaoingia unakataliwa.	
admin.chan_sms_secret_once	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Copy this now — it is shown once and never again.	አሁን ይቅዱት — አንድ ጊዜ ብቻ ይታያል፤ እንደገና አይታይም።	Amma garagalchaa — yeroo tokko qofa mul'ata, lammata hin mul'atu.	ሕጂ ቅድሕዎ — ሓንሳብ ጥራይ እዩ ዝርአ፣ ደጊሙ ኣይርአን።	Hadda koobiyee — hal mar ayaa la tusayaa, marnaba mar labaad lama tusayo.	Nakili sasa — inaonyeshwa mara moja tu na kamwe tena.	
admin.chan_sms_secret_set	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	An inbound secret is set. It is shown only when first created — reconnecting keeps the same one.	የገቢ ሚስጥር ተዘጋጅቷል። ሲፈጠር ብቻ ነው የሚታየው — እንደገና ማገናኘት ተመሳሳዩን ያቆያል።	Iccitiin seensaa qophaa'eera. Yeroo jalqabaa uumamu qofa mul'ata — irra deebi'anii wal qunnamsiisuun isuma tursiisa.	ምስጢር መእተዊ ተቐሚጡ ኣሎ። ኣብ መጀመርታ ክፍጠር ከሎ ጥራይ እዩ ዝርአ — መሊስካ ምርኻብ ነቲ ሓደ የቐምጦ።	Sir gelitaan ah waa la dejiyay. Waxaa la tusaa markii ugu horreysay ee la abuuro oo kaliya — dib u xidhiidhinta isla midkaas ayay haysaa.	Siri ya ujumbe unaoingia imewekwa. Inaonyeshwa tu inapoundwa mara ya kwanza — kuunganisha upya kunahifadhi ile ile.	
admin.chan_sms_connected	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	SMS gateway connected	የኤስኤምኤስ መተላለፊያ ተገናኝቷል	Karri SMS wal qunnameera	መተሓላለፊ ኤስኤምኤስ ተራኺቡ	Albaabka SMS waa la xidhiidhiyay	Lango la SMS limeunganishwa	
admin.chan_sms_secret_label	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Inbound secret	የገቢ ሚስጥር	Iccitii seensaa	ምስጢር መእተዊ	Sirta gelitaanka	Siri ya ujumbe unaoingia	
admin.setup_title	Bank staff, not customers. Keep it short — it has to fit the same space as the English. Leave any {placeholder} exactly as it is; it is replaced with a number or a name.	Get your assistant ready	ረዳትዎን ያዘጋጁ	Gargaaraa kee qopheessi	ንሓጋዚኻ ኣዳልዎ	Kaaliyahaaga diyaari	Andaa msaidizi wako	
